innov_mean,innov_std,innov_kurtosis,innov_crest,fusion_res_mean,fusion_res_std,temp_mean,temp_slope,res_slope,label,RUL,run_id
0.005991171530073488,0.09283750418169939,-0.1779572190590888,2.8141954561394904,0.01744452958388969,0.012687827106345884,136.11330127951356,5.227065842289514,0.00015845518755682914,0,7.0,0
0.004190883755544591,0.09569470467486184,-0.22096875495095292,2.733292353806583,0.017279811953593693,0.012776365093184016,188.1005124740573,5.401014077175279,-0.0004210610072216791,0,6.800000000000001,0
0.004217029748716853,0.09551616637818654,-0.07755411487479336,2.73835780327727,0.015550891549944712,0.01309350802716599,241.65655104663173,5.3286865783004025,-0.00042497470793313177,0,6.6000000000000005,0
0.003711211525123766,0.10161489333399984,0.4371531457810094,2.6721146365434265,0.012898973726223594,0.011154403682008495,294.4042867909905,5.226190916864964,0.0010957270768121926,0,6.4,0
-0.0013765864922998387,0.10772409727330913,0.4082872886198601,2.52207946599758,0.014716782349298843,0.014548334781132346,346.16981765345037,5.124598776157688,0.0011232597177674732,0,6.2,0
-0.00325881354651383,0.11100436818482423,0.21170798108643707,2.446678208141671,0.015154855170842084,0.014328034056101531,396.8870392510426,5.023799877122996,0.0005201002846019815,0,6.0,0
-0.009844167827423077,0.11068159925771635,0.5937678890246851,2.4450436039615377,0.01506486169352561,0.014361866371956519,446.63557180458736,4.921425023618523,-0.0004419578835557519,0,5.800000000000001,0
-0.0017861669481231178,0.12525826147770494,1.6389164624958834,3.2901196730413655,0.017189301411890484,0.016236598934029425,495.25877923922764,4.816406962206097,-0.0001017961072542505,0,5.6000000000000005,0
-0.004120985632294597,0.11251728758617126,2.778732075330442,3.660554238428326,0.01844399228952163,0.016359353157779134,542.9740199437489,4.718083684776171,-0.00012010215677275619,0,5.4,0
0.009934342778609098,0.10180504255789896,3.9730430054257564,4.028970542957118,0.018052848098961877,0.014053256411477116,589.742644338006,4.62970876967458,-0.00020226616139010963,0,5.2,0
0.005619529226910235,0.10853028509059813,3.052132409523713,3.7924419298764485,0.016851739327039043,0.013061481357944153,635.6449879267996,4.547816121436053,0.00047310741207684537,0,5.0,0
0.018687619392952288,0.1024062168083018,3.162971538437339,3.9580441916912656,0.017845601072883265,0.012601031704044372,680.566949953385,4.460409770523686,-0.0004946301503650921,0,4.800000000000001,0
0.007352727539623447,0.09609864364012731,0.4056917545019614,2.688544769115298,0.01704455757121224,0.01130057260587312,724.7395317274214,4.370448142393558,0.0008327976675999372,0,4.6000000000000005,0
0.004993160388983528,0.10051617013892568,0.3538140575454727,2.5748136575374887,0.01755312452691417,0.012997474537429396,768.0097579566369,4.281193890068661,0.00039553786063621356,0,4.4,0
-0.0009639534140778454,0.10446329611636028,0.011013450018425797,2.4805342703094357,0.01569933797637004,0.013196395773100713,810.3787322677722,4.192766734111307,-0.00040431076854950616,0,4.2,0
0.002395075370929156,0.09054264924882638,0.638185090899857,2.861011706674206,0.015791266994900396,0.012846877418250925,851.9199021827092,4.1170990503880285,-0.0003218246337513699,0,4.0,0
0.0008424499812025832,0.09242086971190806,0.4277926997745447,2.8037504856992177,0.01597933610366498,0.012932139499336163,892.6501079295072,4.028506854690476,-0.000821845582360668,0,3.8000000000000007,0
0.00017882179797001546,0.09068590298333426,0.012258594213473195,2.7182184812064305,0.015345571886170788,0.013646689168359356,932.5084939857073,3.9448095543006803,0.0007377795216366134,0,3.6000000000000005,0
0.0006574631200776418,0.09230192273474891,0.39282061170930405,2.842953191999574,0.013783517377754642,0.011812173831490943,971.5205881478761,3.8603381708183413,0.0007001175100350236,0,3.4000000000000004,0
-0.0028373900547689966,0.1009590924123631,-0.006337153342469204,2.598192451454666,0.015955970564651523,0.01226558011486965,1009.8512565239347,3.783899977636128,0.0013763791210997013,0,3.2,0
-0.0026716902908413,0.10571328806367203,-0.2746751097054161,2.481536322022879,0.01741646514726387,0.013820298243053695,1047.4047978838487,3.721962272554049,3.91746948183646e-05,0,3.0,0
-0.013886783801285172,0.10879778349827168,-0.3770403549153811,2.3921668005877446,0.017571460053992283,0.014060946549551118,1084.2417356403491,3.652134795349281,-0.0004108972960736624,0,2.8000000000000007,0
-0.008850893712882406,0.09967220615185186,-0.13190930091490127,2.6222697966938946,0.018689771456866726,0.01314469454164536,1120.3926477422897,3.5831142107868628,-0.0006428838471422772,0,2.6000000000000005,0
-0.023207231279139852,0.0966675910918734,-0.3835459772229024,2.226097813023089,0.019608074399446788,0.013302540186976934,1155.8564568909235,3.5017521870877024,-0.0008354310010487879,0,2.4000000000000004,0
-0.02140572384824739,0.08858331298958592,-0.3558725993927321,2.4283693670529884,0.019074111684587666,0.013248276251153617,1190.4646368344568,3.42125637783292,-0.00019213053839656506,0,2.2,0
-0.0163182377254906,0.09221403661338021,-0.4987860270764144,2.363780510265322,0.01891350698763196,0.012526163526880553,1224.4351645707452,3.3591909044275976,-0.00028263368059386584,0,2.0,0
-0.00452323301814753,0.09276594661504822,-0.413770339584965,2.3840733955297617,0.017059490789463963,0.012433045761036148,1257.7854154142449,3.2980073527049187,0.0003168034188720754,0,1.8000000000000007,0
-0.008359725620719082,0.09842524680434969,-0.6214386225205413,2.2414820182328707,0.015429562529390761,0.011512518151107036,1290.4228819644968,3.238665855058002,0.0001876857083297899,0,1.6000000000000003,0
0.007964837520304293,0.09929119094380544,-1.0970053115266927,1.9609441804620393,0.01435181259472655,0.010993791997232471,1322.4249887968422,3.1758376536916715,0.00052608325731468,0,1.4000000000000004,0
0.007717545965431937,0.09814564234950922,-0.7508329141375989,2.2052666112132933,0.013090710569980554,0.010623036967528813,1353.8183353664563,3.0972312305852743,-0.00013197369388318547,0,1.2000000000000002,0
0.00016517151621147876,0.09328325203605524,-0.5940306237212027,2.3275205439476654,0.01338644726649214,0.012219949190602573,1384.5831219077902,3.040332760061361,-0.0005093613905070211,0,1.0,0
0.0032199226097012357,0.09594269658026601,-0.8130018877647842,2.261708065143322,0.014594135719326821,0.012844838678265498,1414.6503337438144,2.9811883100532937,-8.597128317602361e-05,0,0.8000000000000007,0
0.01089656200050459,0.09523414729852463,-0.8009374335003785,2.2647672489877255,0.015893760670268264,0.013275186681263587,1444.1229146656374,2.921460535740078,0.00039128808623970754,0,0.6000000000000005,0
